epoch,loss,mean_iou,val_loss,val_mean_iou
0,0.6519307094822278,0.34426883,0.5524108974791285,0.37799400091171265
1,0.4325787733937575,0.42305088,0.3020338638504939,0.4576759934425354
2,0.29994527830017936,0.48198283,0.20454677327800153,0.49794068932533264
3,0.24747638846708966,0.5108224,0.19084562817171438,0.5253288149833679
4,0.22559143466933648,0.53561735,0.15546720541680037,0.5441648364067078
5,0.21227126149692346,0.55121017,0.1618806875463742,0.5587270855903625
6,0.2052209241868647,0.5652077,0.1507189597990086,0.5698229670524597
7,0.20001250653717648,0.5747692,0.16809227606698648,0.57865309715271
8,0.19553618891717586,0.58285886,0.1605710965483936,0.5857621431350708
9,0.19226849953926617,0.58920336,0.15642038337997535,0.5917933583259583
10,0.1893970853159479,0.59452,0.15161272082755814,0.5970550775527954
11,0.1858320379039739,0.5998587,0.14764491251822728,0.6016828417778015
12,0.18459119419158,0.603991,0.15728906870110712,0.6056466102600098
13,0.1827979874032647,0.6069467,0.15119623598545345,0.6091632843017578
14,0.1815619579397426,0.6104884,0.1468782775771262,0.6123839616775513
15,0.1805990156694431,0.61363345,0.14111940579405471,0.6152321100234985
16,0.1785978633372938,0.61668456,0.1585186822200889,0.6177918314933777
17,0.17878408482912958,0.61889184,0.15454463632916338,0.6201846599578857
18,0.17707938853509192,0.62166965,0.15841008561538228,0.622362494468689
19,0.17647873974755826,0.6233861,0.13664366588441293,0.6243304014205933
20,0.17523389052642915,0.6254557,0.1218592622942889,0.6262369155883789
21,0.17454656513769234,0.6271233,0.14973615715975191,0.6279492378234863
22,0.17406943979152598,0.6287188,0.1304535194675424,0.6295367479324341
23,0.1729839316153803,0.6302304,0.1399031165820449,0.6310383081436157
24,0.17337629436260432,0.6317224,0.12853715401976856,0.6323912143707275
25,0.1734040397069545,0.6328095,0.1333206873665105,0.633658766746521
26,0.17157549953480464,0.6342003,0.13340424017897293,0.634904146194458
27,0.17103934934236123,0.63535756,0.1315859080806597,0.6360769271850586
28,0.17126076336128399,0.63634723,0.131305153634566,0.6371510028839111
29,0.17088511201922177,0.6376583,0.12584125678708305,0.6381610035896301
30,0.17067745617076532,0.63847554,0.1267110981158356,0.6391088366508484
31,0.17040212306612562,0.6395466,0.12708578319914304,0.6400050520896912
32,0.17086149901645892,0.6404735,0.12695280557025723,0.6408437490463257
33,0.17085728469377331,0.6412909,0.12699347906815472,0.6416338682174683
34,0.17069872331559954,0.64211386,0.12720129605549485,0.6423748135566711
35,0.17059867454701988,0.64272773,0.12716193825228891,0.6430802345275879
