epoch,loss,mean_iou,val_loss,val_mean_iou
0,0.6145013853487487,0.41890624,0.6705888020458506,0.4591433107852936
1,0.5436123409377995,0.46922523,0.5940481869142447,0.4780750870704651
2,0.5036452944401287,0.48437887,0.6828546693075949,0.490407794713974
3,0.46277967520416474,0.49714565,0.617378900300211,0.5033049583435059
4,0.43767229770348837,0.50937104,0.6207457789734229,0.5144802331924438
5,0.42300538800249055,0.51844203,0.43972910696001194,0.5225460529327393
6,0.3959344275060973,0.52711487,0.521561889506098,0.5313664078712463
7,0.39180252030121154,0.534573,0.3697694757981087,0.5379947423934937
8,0.3714150138953037,0.54144883,0.4989299974334774,0.5449573397636414
9,0.36517406636802713,0.5480471,0.39371791971263603,0.5507596135139465
10,0.34842152703263074,0.5534837,0.41785795163752426,0.556509792804718
11,0.3496618937595962,0.55901545,0.34842279731337705,0.5613659620285034
12,0.3333007065613274,0.5638591,0.39612148590941926,0.5660756230354309
13,0.32672509111179837,0.56843156,0.32207029079323385,0.5706550478935242
14,0.31955690995773073,0.5728149,0.35407759627299523,0.5749658346176147
15,0.3187519574343269,0.5768574,0.32734251600592884,0.5785573124885559
16,0.3092921323345273,0.5803544,0.3473206816324547,0.5823018550872803
17,0.313551926988472,0.58389616,0.321947449178838,0.5855116248130798
18,0.29699021642085527,0.5873892,0.3192061063513827,0.5889168381690979
19,0.2942979323429057,0.59049094,0.3177856084570956,0.5919874310493469
20,0.29021965824747165,0.5935279,0.30746741548402984,0.5949509143829346
21,0.28593132443491304,0.59629285,0.3470741323570707,0.5974652171134949
22,0.28614468529054377,0.5985745,0.3179052149626746,0.5998543500900269
23,0.2724871177281906,0.60116583,0.29502108137109384,0.6025736331939697
24,0.2729808484045032,0.6039011,0.31374378057558144,0.6050001978874207
25,0.2650321455885522,0.60621905,0.307363336655631,0.6074243187904358
26,0.2706375548594429,0.6084752,0.30923270222856036,0.6095815896987915
27,0.2685386440152948,0.61051464,0.2930545842469628,0.6116330027580261
28,0.25773512951374844,0.61269796,0.3039920445698411,0.6138272881507874
29,0.25739494223104387,0.61477816,0.28600376154949414,0.6158448457717896
30,0.25079093742528763,0.61693746,0.33468981598740194,0.6178086996078491
31,0.24350568380324203,0.61875325,0.29976755869922356,0.6197609901428223
32,0.2474742228069511,0.6206723,0.29264361533656047,0.6216413378715515
33,0.23800190136602664,0.62259173,0.2892277865712322,0.6236197352409363
34,0.23400998767928696,0.6246122,0.28165661488006366,0.6255642771720886
35,0.22776662428580707,0.62655747,0.28047166053038924,0.6275424957275391
36,0.23097709901198424,0.62839246,0.28621903551158623,0.6292225122451782
37,0.23515974116167224,0.6299736,0.2960306312610854,0.6307164430618286
38,0.22268211026096818,0.63153386,0.27480361888657756,0.6324259042739868
39,0.22132473986342574,0.6333151,0.272157767592971,0.6340888738632202
40,0.22554042559753407,0.6348606,0.2748498462918979,0.6356277465820312
41,0.22408680331153458,0.63639975,0.27410503799345953,0.6371347308158875
42,0.21871379418159598,0.6378543,0.2686638643047703,0.6386303901672363
43,0.20650817772642296,0.6395071,0.2694522004518936,0.6402722597122192
44,0.2131782399975443,0.64100134,0.3121748059543211,0.6415957808494568
45,0.2038767229808899,0.6423132,0.2686306227054169,0.6430739164352417
46,0.20755389925852344,0.64379007,0.26252304262189724,0.6445662975311279
47,0.20378705167256383,0.6453311,0.2621616285238693,0.6460180282592773
48,0.20094609631234733,0.6467414,0.26917919672247187,0.6474308371543884
49,0.20302534703888112,0.6480975,0.26258920311038175,0.648784875869751
50,0.1976751410595418,0.64944917,0.25809194792562457,0.6501349210739136
51,0.19031144092925154,0.65085703,0.2534586115559535,0.6515890955924988
52,0.1905990536533185,0.65224844,0.26412741773164095,0.6529492735862732
53,0.19085426836167996,0.6535749,0.26138058438229916,0.6542181968688965
54,0.19989628721627825,0.65481746,0.26883908661443795,0.6553651690483093
55,0.19385366836195167,0.65594226,0.25566301750603004,0.656584620475769
56,0.18486401582040993,0.6572299,0.25855628056312674,0.6578356623649597
57,0.17734438650445955,0.6584792,0.2543433241879762,0.6591277122497559
58,0.17290444002420352,0.65976465,0.25034789185025796,0.6604172587394714
59,0.17452286967195285,0.6610198,0.2507354548173164,0.6616548299789429
